ano,semana,site,benzene,co,no,no2,nox,o3,pm10,pm2.5,so2,site_name,X,Y
2021,37,es1940a,NA,NA,7.916666666666667,34.75,46.93452380952381,NA,25.345238095238095,18.607142857142858,NA,PLAZA CASTILLA-CANAL,-3.68833333,40.46583333
2021,37,es1941a,NA,NA,7.916666666666667,28.36904761904762,40.55952380952381,31.718509316770184,NA,NA,NA,ENSANCHE DE VALLECAS,-3.61194444,40.37277777
2021,37,es1942a,0.19457831325301206,NA,7.583333333333333,31.68452380952381,43.291666666666664,NA,26.339285714285715,NA,NA,URBANIZACION EMBAJADA,-3.58055555,40.4625
2021,37,es1943a,NA,0.17185628742514972,15.880239520958083,42.22754491017964,66.54491017964072,NA,16.059880239520957,10.994011976047904,NA,PLAZA ELÍPTICA,-3.7186,40.3847
2021,37,es1944a,NA,NA,3.9166666666666665,24.863095238095237,30.839285714285715,NA,14.325301204819278,NA,NA,SANCHINARRO,-3.66027777,40.49416666
2021,37,es1945a,NA,NA,2.5773809523809526,16.375,20.375,44.7140625,NA,NA,NA,EL PARDO,-3.77444444,40.51805555
2021,37,es1946a,NA,NA,2.9761904761904763,21.678571428571427,26.238095238095237,41.67625,NA,NA,NA,JUAN CARLOS I,-3.60888888,40.465
2021,37,es1947a,NA,NA,2.7976190476190474,28.279761904761905,32.61309523809524,49.8522619047619,12.857142857142858,NA,NA,TRES OLIVOS,-3.68972222,40.50055555
2021,37,es2028a,NA,NA,6.889570552147239,29.58282208588957,40.0920245398773,44.77639751552795,17.13855421686747,9.550898203592814,NA,GETAFE,-3.716868,40.314518
2021,37,es2093a,NA,NA,1.0059880239520957,2.1377245508982035,4.1437125748503,75.0059880239521,9.577380952380953,4.946428571428571,NA,PUERTO DE COTOS,-3.9612,40.8251
2021,38,es0115a,NA,0.23658536585365855,6.426829268292683,26.926829268292682,36.859756097560975,NA,NA,NA,10.310975609756097,PLAZA DE ESPAÑA,-3.71222222,40.42416666
2021,38,es0118a,0.13975903614457832,0.13795180722891567,5.193939393939394,29.006060606060608,36.987878787878785,52.05421686746988,16.703703703703702,10.625,1.3865030674846626,ESCUELAS AGUIRRE,-3.68222222,40.42166666
2021,38,es0120a,0.5006578947368421,NA,3.5476190476190474,22.226190476190474,27.648809523809526,NA,NA,NA,NA,RAMÓN Y CAJAL,-3.67722222,40.45166666
2021,38,es0124a,NA,NA,2.9156626506024095,18.662650602409638,23.05421686746988,60.54692771084337,NA,NA,NA,ARTURO SORIA,-3.63916666,40.44
2021,38,es0125a,NA,NA,3.511904761904762,25.654761904761905,31.035714285714285,55.588928571428575,NA,NA,NA,VILLAVERDE,-3.705,40.34694444
2021,38,es0126a,0.12289156626506025,NA,3.4545454545454546,19.55757575757576,24.89090909090909,53.23539393939394,15.933734939759036,NA,NA,FAROLILLO,-3.73194444,40.39472222
2021,38,es1193a,0.13151515151515153,NA,1.4363636363636363,11.224242424242425,13.375757575757575,58.59157575757576,10.993865030674847,5.398773006134969,NA,CASA DE CAMPO,-3.74916666,40.42
2021,38,es1422a,NA,0.2592814371257485,4.395209580838324,24.479041916167663,31.227544910179642,53.5860843373494,NA,NA,8.982035928143713,PLAZA DEL CARMEN,-3.70333333,40.41916666
2021,38,es1426a,NA,NA,2.341317365269461,21.179640718562876,24.808383233532933,NA,12.051612903225806,NA,4.795180722891566,MORATALAZ,-3.64527777,40.40805555
2021,38,es1521a,NA,NA,2.035928143712575,18.856287425149702,21.964071856287426,50.59137724550898,NA,NA,NA,BARRIO DEL PILAR,-3.71138888,40.47833333
2021,38,es1525a,0.12883435582822086,NA,6.191358024691358,22.635802469135804,32.098765432098766,NA,11.075,7.05,NA,CUATRO CAMINOS-PABLO IGLESIAS,-3.70638888,40.44527777
2021,38,es1532a,NA,NA,2.9345238095238093,19.904761904761905,24.375,NA,13.873417721518987,NA,NA,PUENTE DE VALLECAS,-3.65138888,40.38805555
2021,38,es1563a,NA,0.3490909090909091,2.9939759036144578,17.295180722891565,22.096969696969698,57.50609756097561,12.67065868263473,5.748502994011976,3.1626506024096384,ALCAL� DE HENARES,-3.377949,40.479328
2021,38,es1564a,0.15714285714285714,NA,1.473053892215569,12.017964071856287,14.604790419161677,62.125748502994014,9.470238095238095,NA,NA,ALCOBENDAS,-3.645253,40.540351
